Artifact,Kind,Bytes,SHA256,Description
evidence/browser-device-tests/shots-chromium-mobile/GFS-Air_Temp.png,evidence,160235,6f30843ae6c38af5,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Fog.png,evidence,200091,d3f794d13c283c21,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Precip.png,evidence,254687,eff2ff7d321b43ba,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Pressure.png,evidence,219304,f64158eb581663af,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Radar.png,evidence,185023,73cd33b981e11b60,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Satellite.png,evidence,490006,9f6a88034b9241a3,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Swell.png,evidence,203034,53e221c55e175c88,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Swell_2.png,evidence,786750,54fb02994ef2b41b,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Water_Temp.png,evidence,201886,9ac71b41a4463731,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Waves.png,evidence,819729,e660096cac6ed04f,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Wind.png,evidence,1564760,9c07c28f2159370d,
evidence/browser-device-tests/shots-chromium-mobile/GFS-Wind_Waves.png,evidence,848108,952b6da31c2a8697,
evidence/browser-device-tests/shots-chromium-mobile/base-EURO.png,evidence,112710,cb116235c0f74a1b,
evidence/browser-device-tests/shots-chromium-mobile/base-GFS.png,evidence,170177,dddcae6210e60b98,
evidence/browser-device-tests/shots-chromium-mobile/geo-Antimeridian.png,evidence,1566418,5345fde0a541a9c2,
evidence/browser-device-tests/shots-chromium-mobile/geo-Cocoa_Beach_FL.png,evidence,625340,ef573680201a80e8,
evidence/browser-device-tests/shots-chromium-mobile/geo-El_Salvador.png,evidence,846368,2b327aa0d4b79d07,
evidence/browser-device-tests/shots-chromium-mobile/geo-High_latitude_N.png,evidence,1458667,825bb4a409eb201b,
evidence/browser-device-tests/shots-chromium-mobile/geo-Morocco.png,evidence,731776,b5cfd016c29b0eae,
evidence/browser-device-tests/shots-chromium-mobile/geo-New_York_coast.png,evidence,908629,2b7b7161ea3a4a88,
evidence/browser-device-tests/shots-chromium-mobile/geo-Open_Pacific.png,evidence,1075745,892649c680634f74,
evidence/browser-device-tests/shots-chromium-mobile/geo-Portugal.png,evidence,845329,1b8a888e5c984d2e,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Air_Temp.png,evidence,345844,069c54443a9fded3,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Fog.png,evidence,313938,9510bf6f9629ac2e,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Precip.png,evidence,501749,173e66b346ff4e94,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Pressure.png,evidence,342051,297765cd577bbe6e,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Radar.png,evidence,367993,907b1aa4dcc99fab,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Satellite.png,evidence,1080322,ffe3666a63f02375,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Swell.png,evidence,769213,c8a98be8cb4f704c,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Swell_2.png,evidence,827901,1b368531ba18b7ff,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Water_Temp.png,evidence,324635,aff904822b2f4e9c,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Waves.png,evidence,902107,e8e73ffba0e41ce5,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Wind.png,evidence,1691119,dbcd6626eb46de5e,
evidence/browser-device-tests/shots-firefox-desktop/EURO-Wind_Waves.png,evidence,828212,e022a9e35894d2bf,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Air_Temp.png,evidence,313908,6968f92de9868df4,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Fog.png,evidence,335268,46cfa029b75dc51e,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Precip.png,evidence,517040,b2ba23bcf9a59d70,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Pressure.png,evidence,351332,2270790eaffdbca5,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Radar.png,evidence,367164,9dc821dcfa19fb85,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Satellite.png,evidence,1103819,cc313cb903d388be,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Swell.png,evidence,944631,de63dd2d3c556de4,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Swell_2.png,evidence,942265,696b6cbcd6141edf,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Water_Temp.png,evidence,305755,ad4637a41ca68f63,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Waves.png,evidence,361759,b891a3c1fee7a3dd,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Wind.png,evidence,1801440,5dca0a8429c432e4,
evidence/browser-device-tests/shots-firefox-desktop/GFS-Wind_Waves.png,evidence,927314,a307891725219135,
evidence/browser-device-tests/shots-firefox-desktop/base-EURO.png,evidence,334178,ed8c02d0cb4a9010,
evidence/browser-device-tests/shots-firefox-desktop/base-GFS.png,evidence,330244,68b388f9e50b00ad,
evidence/browser-device-tests/shots-firefox-desktop/geo-Antimeridian.png,evidence,1583635,74130a6cf46f9df9,
evidence/browser-device-tests/shots-firefox-desktop/geo-Cocoa_Beach_FL.png,evidence,901912,1c6c3e8b2c71c718,
evidence/browser-device-tests/shots-firefox-desktop/geo-El_Salvador.png,evidence,977255,6181e4bbe2d164c1,
evidence/browser-device-tests/shots-firefox-desktop/geo-High_latitude_N.png,evidence,1398766,4afe3c9e3b05e34a,
evidence/browser-device-tests/shots-firefox-desktop/geo-Morocco.png,evidence,1151781,a30199857c3f8cae,
evidence/browser-device-tests/shots-firefox-desktop/geo-New_York_coast.png,evidence,1154666,3c3123972bf6bf46,
evidence/browser-device-tests/shots-firefox-desktop/geo-Open_Pacific.png,evidence,969160,6e5dfbe79f3e6582,
evidence/browser-device-tests/shots-firefox-desktop/geo-Portugal.png,evidence,1264255,8256bea6a05b1f81,
evidence/browser-recordings/NOT_PRODUCED.md,evidence,717,b80936945fc2ed02,
evidence/caches/NOT_PRODUCED.md,evidence,698,69f6abc91a127392,
evidence/console/NOT_PRODUCED.md,evidence,458,5bf7cc0ecad18080,
evidence/geographic-tests/NOT_PRODUCED.md,evidence,369,ac436c1f3c8c85f8,
evidence/memory/NOT_PRODUCED.md,evidence,507,1a91a6ccee29f800,
evidence/network/health-791fdf78-window.json,evidence,8908,284263b0493705af,
evidence/performance/NOT_PRODUCED.md,evidence,740,1c6e2495f54fc668,
evidence/playwright-traces/NOT_PRODUCED.md,evidence,369,fba9fb3b9e408d15,
evidence/react/NOT_PRODUCED.md,evidence,280,0b261dc37db9ddc5,
evidence/runtime-paths/LV12-2-01_workflow_census_and_the_lost_optical_net.md,evidence,9821,a94ad56c302cd7c9,
evidence/runtime-paths/LV12-2-02_health_is_structurally_blind_to_weather.md,evidence,6349,e6179f83578fec7a,
evidence/runtime-paths/LV12-2-04_the_second_renderer_and_its_automatic_switch.md,evidence,7239,f1d417309af1756c,
evidence/runtime-paths/LV12-2-06_the_deploy_path_and_a_stale_blocker_i_nearly_reported.md,evidence,5940,dad9e53c24518da2,
evidence/runtime-paths/LV12-2-07_the_repaired_alert_path_is_the_one_nobody_calls.md,evidence,7304,9909646610d44a02,
evidence/scientific-validation/NOT_PRODUCED.md,evidence,674,5aebf82f841782f4,
evidence/screenshots/NOT_PRODUCED.md,evidence,504,c7be407ad933efe9,
evidence/source-inventory/G12.2-MU-01-fetchModelMetadata-arity.md,evidence,8291,9bb33dd83a20a60f,
evidence/source-inventory/GAP-offshore-vs-nearshore-validation-estate.md,evidence,7190,d9681b48120c8bfe,
evidence/source-inventory/GAP-rating-palette-discriminability-verification.md,evidence,5724,5f27415d947f3e64,
evidence/source-inventory/GAP-unbounded-client-forecast-cache-maps.md,evidence,7921,ef84c1b8c962bd71,
evidence/source-inventory/LV12-2-03_the_runtime_override_surface.md,evidence,5658,cd026f7d9a835b0f,
evidence/source-inventory/_probe_alert_ast.py,evidence,2074,b41be67ee3c6b088,
evidence/source-inventory/_probe_ndbc_column_drift.py,evidence,2171,e4c348cee4110240,
evidence/source-inventory/_probe_wind_residual_liveness.py,evidence,1069,8d1fec2e36f64668,
evidence/source-inventory/_table_gl.md,evidence,3204,80f31a7a0f82e605,
evidence/source-inventory/_table_orphans.md,evidence,1109,54479bcc83279d04,
evidence/source-inventory/be-pipeline-module-table.md,evidence,4769,7c6e0d9c45bf5bd1,
evidence/source-inventory/be-pipeline.md,evidence,26208,fb15435182e76534,
evidence/source-inventory/be-routes.md,evidence,33436,5c4b849727543acc,
evidence/source-inventory/deps.md,evidence,32135,c56f81e87fbfc23b,
evidence/source-inventory/explore-response-cache-cap-probe.md,evidence,9189,c78be4d33e4cfbb0,
evidence/source-inventory/fe-render-inventory.json,evidence,55442,d64624942df1f8ec,
evidence/source-inventory/fe-render.md,evidence,32623,72b5d5283b9e278a,
evidence/source-inventory/fe-state.md,evidence,30666,c22f88f279914123,
evidence/source-inventory/frontend-reachability-census-791fdf78.txt,evidence,4555,ca1364dc779f1550,
evidence/source-inventory/hidden.md,evidence,41532,7c5b8dcdb725750b,
evidence/source-inventory/import_walk_control.py,evidence,3417,f462b4dd617753cc,
evidence/source-inventory/label-ladder-mirror-divergence.txt,evidence,2790,d4c6410c0a92d6c8,
evidence/source-inventory/obs.md,evidence,30517,4cee2001b9f2fb2b,
evidence/source-inventory/ops.md,evidence,32918,33d41420cf926187,
evidence/source-inventory/perf.md,evidence,37735,2be9169fcb00fd0b,
evidence/source-inventory/point_direct_fallbacks_execution_probe.py,evidence,1853,f5c0168fc8c6ae38,
evidence/source-inventory/prefixcov_result.json,evidence,22329,4c6fcf0e56e0ef35,
evidence/source-inventory/probe_silent_except_census.py,evidence,2381,cbd44f337b241df2,
evidence/source-inventory/probe_width_fn_sweep.py,evidence,1778,46f7e1d0df86c90c,
evidence/source-inventory/probe_width_wind_fn_reachability.py,evidence,2749,1c41086d9f43135e,
evidence/source-inventory/reachability_census.py,evidence,2640,cbc307e2174a0b2f,
evidence/source-inventory/refutation-pytest-keyed-hardening-guard.md,evidence,6051,10bc8a0444b25017,
evidence/source-inventory/repro/jest.d03.config.js,evidence,535,5ba75bf808ae9e49,
evidence/source-inventory/run_time-jsonresponse-escapes.md,evidence,2625,9d21d217c753736c,
evidence/source-inventory/sci.md,evidence,26776,1e84892990b7a40d,
evidence/source-inventory/sec.md,evidence,44574,0b377bb7c4e5f922,
evidence/source-inventory/shared.md,evidence,27862,2b2a611aae388566,
evidence/source-inventory/step-row-target-size-measure.html,evidence,2919,9543c6e9ee439a3e,
evidence/source-inventory/tests.md,evidence,36387,ca5a76d876d167aa,
evidence/source-inventory/tracecov-runner.py,evidence,885,04b75c0bf44209bf,
evidence/source-inventory/upstream-quota-is-reasoned-about-and-counted-nowhere.md,evidence,9341,443396e74b2bf0c8,
evidence/source-inventory/ux.md,evidence,35769,b84c384c05a0638c,
evidence/source-inventory/verify_prefixcov.py,evidence,2300,ef9feb155ee8fc1d,
evidence/source-inventory/viewport_upstream-linetrace-set1.json,evidence,2403,a76c322077b0db9c,
evidence/source-inventory/viewport_upstream-linetrace-set2.json,evidence,1681,132297e72ce4a888,
evidence/source-inventory/workers-sw.md,evidence,44299,3b27814e200d727d,
evidence/webgl/NOT_PRODUCED.md,evidence,701,51194aa967c14100,
evidence/workers/NOT_PRODUCED.md,evidence,467,1a0fa750545a862a,
ACTIVE_SYSTEM_SURFACE_INVENTORY.csv,report,308884,fc758c4f38961fd6,412 runtime surfaces classified by weakest traceability link
BOUNDARY_CONTRACT_MATRIX.csv,report,7480,feb421f311eea777,20 producer-consumer boundaries with 24 contract attributes each
BUILD_BROWSER_DEVICE_COVERAGE.csv,report,5453,b47228c0d653d58b,"Browser/device support, measured and in CI - includes what is explicitly UNTESTED"
COMPLETENESS_TRACEABILITY_GRAPH.md,report,12060,4bcfeea5db7a9df0,THE CENTRAL DELIVERABLE - surface -> contract -> objective -> task -> impl -> test -> evidence -> owner -> observability -> recovery
CURRENT_BASELINE_MANIFEST.md,report,8453,0f31cbf802b77189,"Baseline lock: branch, commit, deployed surfaces, environment, 27-workflow status, disclosed limits"
DEPLOYMENT_AND_OPERATIONAL_READINESS.md,report,8849,f709ff597c0d78f3,"Parity, the deploy path, config that git cannot see, build integrity, the workflow estate, incident readiness"
DEPLOYMENT_AND_OPERATIONAL_READINESS_FINDINGS.csv,report,27491,a51b596fc579d9fb,Confirmed operational findings
DO_NOT_CREATE_DUPLICATE_WORK.md,report,9045,c85ed44adbe31c98,MANDATORY - concerns investigated and found already covered or measured NOT a gap
EXECUTIVE_MISSING_ANYTHING_BRIEF.md,report,10569,004982e896e0150e,Standalone executive brief: are we missing anything
EXTERNAL_DEPENDENCY_RISK_REGISTER.csv,report,6678,93ff77e21d3f272f,"12 providers and libraries with quota, cost, outage, licence and schema-drift columns"
EXTERNAL_DEPENDENCY_RISK_REGISTER_FINDINGS.csv,report,20618,28cdf2e434bbe641,Confirmed dependency findings (the inventory itself is EXTERNAL_DEPENDENCY_RISK_REGISTER.csv)
HIDDEN_PATHS_FLAGS_AND_FALLBACKS.csv,report,54066,5020ba45b234ef29,Confirmed hidden-path findings (full ledger in evidence/VERIFIED_CLAIM_LEDGER.csv)
MISSING_OBJECTIVE_REGISTER.csv,report,11988,2ddffecfab03dc43,"6 rows - deliberately small. 4 objectives + 2 tasks, each with proof of non-duplication"
MODEL_LAYER_GEOGRAPHY_COVERAGE.csv,report,37113,b7760907d8869aa7,"101 measured cells: model x layer x config x geography, from the differential pixel oracle"
NEGATIVE_SPACE_FINDINGS.md,report,12684,18c57cc89f0c0874,What exists and runs but appears in no register; includes this audit's two REFUTED claims
NEXT_AUTHORIZED_EXECUTION_MISSION.md,report,10694,9a8befc2f121e369,"ONE mission: WS-CAN-0066, implementation-ready, guard-first, with stop conditions"
OBJECTIVE_AND_TASK_COVERAGE_DELTA.csv,report,7080,90e850f413405f47,"Every 12.1 objective/task whose state changed, with evidence"
OBSERVABILITY_AND_INCIDENT_READINESS.md,report,9873,39506d516210dc9b,Signal-by-signal census; the three instruments that produce correctly and are read by nobody
OBSERVABILITY_FINDINGS.csv,report,48797,444c93c0ddff319f,Confirmed observability findings
OPEN_KNOWN_UNKNOWNS.md,report,10438,42fc99fe425fa2bf,"8 material uncertainties that survived investigation, plus what is deliberately NOT listed"
PATH_FORWARD_12.2.md,report,9646,30abfe8ee21a72df,CLOSE NOW / CONTINUE / VERIFY IN PARALLEL / NEXT / LATER / RESEARCH / DEFER / REJECT / PRESERVE
PERFORMANCE_CAPACITY_AND_COST_GAPS.md,report,9296,9f33700abce377f6,"Live telemetry, memory, latency, storage, cost exposure - no invented monetary figure"
PERFORMANCE_CAPACITY_FINDINGS.csv,report,54805,2ce19b0167fd0bac,Confirmed performance findings
PRODUCT_AND_USER_COVERAGE_MATRIX.csv,report,76551,051dd1289daef739,"Confirmed product, UX and accessibility findings"
RUNTIME_PATH_AND_ENTRYPOINT_MAP.md,report,7468,d31d41825c5d6502,"Entry points, the 4 routes into the second renderer, both schedulers, the deploy path, and the paths a plain search will not find"
SCIENTIFIC_COVERAGE_COMPLETENESS.md,report,8775,bdac1a1884df7317,The estate grades the offshore INPUT; the served-nearshore instrument is empty and cannot refuse
SCIENTIFIC_COVERAGE_FINDINGS.csv,report,67304,67a4d5b69165a0f9,Confirmed scientific findings
SECURITY_DATA_INTEGRITY_AND_SUPPLY_CHAIN.md,report,10612,7fc7c547dfecb5a5,Weather-scoped security review - no credential value reproduced anywhere
SECURITY_FINDINGS.csv,report,40108,8d00ef91c35a98e7,Confirmed security findings
STATE_OF_THE_ART_OMISSION_MATRIX.csv,report,9013,a4e468f7efb770be,14 capabilities defined as behaviour before technology is named
TEST_COVERAGE_REALITY_FINDINGS.csv,report,48862,322f8acf11a34a7c,Confirmed test-integrity findings (the graded matrix is TEST_COVERAGE_REALITY_MATRIX.csv)
TEST_COVERAGE_REALITY_MATRIX.csv,report,5527,4422e5907fc15f0e,20 surfaces graded across 13 test dimensions - strong / superficial / wrong-path / missing
UPDATED_CRITICAL_PATH.md,report,8909,8bcec9779d24cef7,"The 12.1 path is spent, not wrong; two blockers rest on false premises"
UPDATED_FINISH_LINE_GAP_MATRIX.csv,report,10978,057e75278ff33dd8,44 rows - 12.1 matrix updated only where 12.2 evidence supports it
WEATHER_SIM_COVERAGE_AND_BLIND_SPOT_AUDIT_12.2.md,report,35598,a15baa0eabe1c371,MASTER REPORT - all 20 required sections
